test_dur,protocol,pkt_len,pd,ed,nav,eirp,nss,mcs,per,mean_rssi_value,std_rssi_value,ap_hear_prob_pd,nav_silence_ratio,pd_counts,ap_pair_hear_prob_pd,throughput
60,udp,1500,-82,-62,-82,27,2,11,0.09,-75.06451612903226,2.0309775791867346,1.0,15.481666666666667,127.0,0.9508196721311475,81.15
60,tcp,1500,-82,-62,-82,28,2,11,0.11,-75.9375,3.373428867106667,1.0,12.995166666666666,112.0,0.990909090909091,82.66
60,tcp,1500,-82,-62,-82,28,2,11,0.04,-76.75892857142857,2.3385188219495356,0.9910714285714286,11.824,113.0,0.990909090909091,101.33
60,tcp,1500,-82,-62,-82,28,2,11,0.06,-75.04545454545455,1.6535711416994299,0.990909090909091,14.237833333333333,115.0,0.990909090909091,70.66
60,udp,1500,-82,-62,-82,28,2,11,0.13,-75.9375,3.373428867106667,1.0,14.7205,112.0,0.990909090909091,88.96
60,udp,1500,-82,-62,-82,28,2,11,0.03,-76.75892857142857,2.3385188219495356,0.9910714285714286,13.9575,113.0,0.990909090909091,113.96
60,udp,1500,-82,-62,-82,28,2,11,0.07,-75.04545454545455,1.6535711416994299,0.990909090909091,15.563,115.0,0.990909090909091,87.09
60,tcp,1500,-82,-62,-82,29,2,11,0.12,-75.72477064220183,3.147364004488962,1.0,12.827833333333333,89.0,0.9811320754716981,85.33
60,tcp,1500,-82,-62,-82,29,2,11,0.04,-77.0377358490566,1.8476120656995665,0.9811320754716981,11.197333333333333,108.0,0.9811320754716981,110.67
60,tcp,1500,-82,-62,-82,29,2,11,0.05,-73.71212121212122,2.0057882264960187,1.0,15.171833333333334,125.0,0.9811320754716981,60.0
60,udp,1500,-82,-62,-82,29,2,11,0.14,-75.72477064220183,3.147364004488962,1.0,14.296,89.0,0.9811320754716981,85.71
60,udp,1500,-82,-62,-82,29,2,11,0.04,-77.0377358490566,1.8476120656995665,0.9811320754716981,13.246,108.0,0.9811320754716981,104.99
60,udp,1500,-82,-62,-82,29,2,11,0.07,-73.71212121212122,2.0057882264960187,1.0,14.112,125.0,0.9811320754716981,90.15
60,tcp,1500,-82,-62,-86,9,2,10,0.09,-70.0,0.0,1.0,17.444,1.0,0.0,174.67
60,tcp,1500,-82,-62,-86,9,2,11,0.02,-92.70588235294117,0.7487012977269327,0.0,0.0,0.0,0.0,218.68
60,tcp,1500,-82,-62,-86,9,2,6,0.11,-88.81818181818181,3.9270201939009413,0.09090909090909091,9.66,8.0,0.0,95.99
60,udp,1500,-82,-62,-86,9,2,10,0.07,-70.0,0.0,1.0,10.7025,1.0,0.0,173.61
60,udp,1500,-82,-62,-86,9,2,11,0.01,-92.70588235294117,0.7487012977269327,0.0,0.0,0.0,0.0,177.82
60,udp,1500,-82,-62,-86,9,2,9,0.11,-88.81818181818181,3.9270201939009413,0.09090909090909091,13.061333333333334,8.0,0.0,124.44
60,tcp,1500,-82,-62,-86,10,2,11,0.05,-93.57142857142857,0.7284313590846836,0.0,0.0,0.0,0.0,197.33
60,tcp,1500,-82,-62,-86,10,2,11,0.03,-92.73529411764706,0.6991096661179242,0.0,0.0,0.0,0.0,216.0
60,tcp,1500,-82,-62,-86,10,2,8,0.13,-86.04761904761905,2.4587296463667783,0.0,27.708,14.0,0.0,117.32
60,udp,1500,-82,-62,-86,10,2,11,0.06,-93.57142857142857,0.7284313590846836,0.0,0.0,0.0,0.0,150.89
60,udp,1500,-82,-62,-86,10,2,11,0.02,-92.73529411764706,0.6991096661179242,0.0,0.0,0.0,0.0,126.21
60,udp,1500,-82,-62,-86,10,2,8,0.09,-86.04761904761905,2.4587296463667783,0.0,17.301333333333332,14.0,0.0,124.68
60,tcp,1500,-82,-62,-86,11,2,11,0.05,-89.5,0.5,0.0,0.0,0.0,0.0,201.34
60,tcp,1500,-82,-62,-86,11,2,11,0.02,-91.66666666666667,0.7766431633476233,0.0,0.0,0.0,0.0,220.01
60,tcp,1500,-82,-62,-86,11,2,9,0.09,-90.03333333333333,7.489919151024855,0.03333333333333333,15.101833333333333,1.0,0.0,128.0
60,udp,1500,-82,-62,-86,11,2,11,0.03,-89.5,0.5,0.0,0.0,0.0,0.0,181.7
60,udp,1500,-82,-62,-86,11,2,11,0.01,-91.66666666666667,0.7766431633476233,0.0,0.0,0.0,0.0,189.2
60,udp,1500,-82,-62,-86,11,2,9,0.08,-90.03333333333333,7.489919151024855,0.03333333333333333,11.1,1.0,0.0,133.1
60,tcp,1500,-82,-62,-86,12,2,11,0.04,-92.8157894736842,0.3876557858593746,0.0,0.0,0.0,0.0,202.68
60,tcp,1500,-82,-62,-86,12,2,11,0.04,-90.5,0.6454972243679028,0.0,0.0,0.0,0.0,206.66
60,tcp,1500,-82,-62,-86,12,2,8,0.12,-78.5,5.024937810560445,0.75,26.548833333333334,6.0,0.0,101.33
60,udp,1500,-82,-62,-86,12,2,11,0.03,-92.8157894736842,0.3876557858593746,0.0,0.0,0.0,0.0,178.89
60,udp,1500,-82,-62,-86,12,2,11,0.03,-90.5,0.6454972243679028,0.0,0.0,0.0,0.0,185.81
60,udp,1500,-82,-62,-86,12,2,9,0.09,-78.5,5.024937810560445,0.75,23.394666666666666,6.0,0.0,111.83
60,tcp,1500,-82,-62,-86,13,2,11,0.03,-91.65217391304348,0.47628048478710094,0.0,0.0,0.0,0.0,186.68
60,tcp,1500,-82,-62,-86,13,2,11,0.02,-91.6,0.6768912897813194,0.0,0.0,0.0,0.0,218.68
60,tcp,1500,-82,-62,-86,13,2,10,0.1,-89.32203389830508,3.382109851808241,0.01694915254237288,14.316666666666666,1.0,0.0,78.66
60,udp,1500,-82,-62,-86,13,2,11,0.03,-91.65217391304348,0.47628048478710094,0.0,0.0,0.0,0.0,125.24
60,udp,1500,-82,-62,-86,13,2,11,0.01,-91.6,0.6768912897813194,0.0,0.0,0.0,0.0,207.42
60,udp,1500,-82,-62,-86,13,2,9,0.1,-89.32203389830508,3.382109851808241,0.01694915254237288,7.284666666666666,1.0,0.0,91.63
60,tcp,1500,-82,-62,-86,14,2,11,0.03,-47.0,0.0,1.0,17.3565,1.0,0.0,184.0
60,tcp,1500,-82,-62,-86,14,2,11,0.02,-91.28070175438596,0.5850291930011603,0.0,0.0,0.0,0.0,221.34
60,tcp,1500,-82,-62,-86,14,2,10,0.11,-87.49122807017544,2.740999990511491,0.05263157894736842,14.003333333333334,46.0,0.0,53.32
60,tcp,1500,-82,-62,-86,15,2,11,0.02,-86.0,0.0,0.0,17.332,2.0,0.0,186.68
60,tcp,1500,-82,-62,-86,15,2,11,0.02,-90.57407407407408,0.4944825897340255,0.0,0.0,0.0,0.0,218.68
60,tcp,1500,-82,-62,-86,15,2,11,0.1,-86.65178571428571,2.506099065382333,0.05357142857142857,31.575333333333333,53.0,0.0,33.33
60,udp,1500,-82,-62,-86,15,2,11,0.03,-86.0,0.0,0.0,10.455,2.0,0.0,151.85
60,udp,1500,-82,-62,-86,15,2,11,0.01,-90.57407407407408,0.4944825897340255,0.0,0.0,0.0,0.0,185.4
60,udp,1500,-82,-62,-86,15,2,11,0.11,-86.65178571428571,2.506099065382333,0.05357142857142857,22.015,53.0,0.0,81.19
60,tcp,1500,-82,-62,-86,16,2,11,0.02,-90.83018867924528,1.0230522046585628,0.0,17.1675,1.0,0.0,161.33
60,tcp,1500,-82,-62,-86,16,2,11,0.02,-89.71428571428571,0.48968961431436026,0.0,0.0,0.0,0.0,218.68
60,tcp,1500,-82,-62,-86,16,2,11,0.07,-84.22058823529412,1.9988642969217918,0.11764705882352941,29.330833333333334,64.0,0.0,45.33
60,udp,1500,-82,-62,-86,16,2,11,0.01,-90.83018867924528,1.0230522046585628,0.0,6.671,1.0,0.0,76.58
60,udp,1500,-82,-62,-86,16,2,11,0.01,-89.71428571428571,0.48968961431436026,0.0,0.0,0.0,0.0,85.5
60,udp,1500,-82,-62,-86,16,2,11,0.08,-84.22058823529412,1.9988642969217918,0.11764705882352941,12.601,64.0,0.0,137.05
60,tcp,1500,-82,-62,-86,17,2,11,0.02,-88.98275862068965,1.0584858950462641,0.0,11.067,1.0,0.0,208.0
60,tcp,1500,-82,-62,-86,17,2,11,0.02,-47.0,0.0,1.0,10.619,1.0,0.0,216.0
60,tcp,1500,-82,-62,-86,17,2,11,0.11,-84.67768595041322,2.616586875412217,0.30578512396694213,21.686,68.0,0.0,0.0
60,udp,1500,-82,-62,-86,17,2,11,0.01,-88.98275862068965,1.0584858950462641,0.0,6.656,1.0,0.0,148.18
60,udp,1500,-82,-62,-86,17,2,11,0.02,-47.0,0.0,1.0,10.428,1.0,0.0,132.92
60,udp,1500,-82,-62,-86,17,2,11,0.07,-84.67768595041322,2.616586875412217,0.30578512396694213,17.084,68.0,0.0,74.89
60,tcp,1500,-82,-62,-86,18,2,11,0.02,-53.0,0.0,1.0,10.908333333333333,1.0,0.0,190.67
60,tcp,1500,-82,-62,-86,18,2,11,0.04,-86.91428571428571,0.3681171064778607,0.0,9.3535,0.0,0.0,201.34
60,tcp,1500,-82,-62,-86,18,2,11,0.11,-83.5546875,2.7692750454484925,0.4765625,20.261833333333332,87.0,0.0,13.34
60,udp,1500,-82,-62,-86,18,2,11,0.04,-53.0,0.0,1.0,7.056,1.0,0.0,113.14
60,udp,1500,-82,-62,-86,18,2,11,0.02,-86.91428571428571,0.3681171064778607,0.0,7.410666666666667,0.0,0.0,89.47
60,udp,1500,-82,-62,-86,18,2,11,0.08,-83.5546875,2.7692750454484925,0.4765625,14.466666666666667,87.0,0.0,127.01
60,tcp,1500,-82,-62,-86,19,2,11,0.02,-86.67272727272727,1.236630987136869,0.01818181818181818,11.2575,2.0,0.0,188.01
60,tcp,1500,-82,-62,-86,19,2,11,0.03,-86.28571428571429,0.7726181304565691,0.0,9.23,3.0,0.0,162.67
60,tcp,1500,-82,-62,-86,19,2,11,0.11,-82.72033898305085,2.9512582585770613,0.5,20.4875,106.0,0.0,12.01
60,udp,1500,-82,-62,-86,19,2,11,0.03,-86.67272727272727,1.236630987136869,0.01818181818181818,5.298333333333333,2.0,0.0,80.6
60,udp,1500,-82,-62,-86,19,2,11,0.02,-86.28571428571429,0.7726181304565691,0.0,6.26,3.0,0.0,80.06
60,udp,1500,-82,-62,-86,19,2,11,0.06,-82.72033898305085,2.9512582585770613,0.5,11.558333333333334,106.0,0.0,138.51
60,udp,1500,-82,-62,-86,20,2,11,0.01,-86.44897959183673,0.6081495683980138,0.0,10.26,11.0,0.0,160.97
60,udp,1500,-82,-62,-86,20,2,11,0.02,-85.7719298245614,0.6217559700585737,0.0,11.208,14.0,0.0,149.45
60,udp,1500,-82,-62,-86,20,2,11,0.04,-81.97247706422019,2.454947132584707,0.48623853211009177,21.468,112.0,0.0,41.07
60,tcp,1500,-82,-62,-86,21,2,11,0.02,-85.28813559322033,0.7602597115934172,0.0,8.772833333333333,29.0,0.0,146.67
60,tcp,1500,-82,-62,-86,21,2,11,0.02,-84.48275862068965,0.7483632556624381,0.0,11.436666666666667,45.0,0.0,173.34
60,tcp,1500,-82,-62,-86,21,2,11,0.05,-77.91935483870968,1.8254331089853206,0.9838709677419355,20.2095,62.0,0.0,12.01
60,udp,1500,-82,-62,-86,21,2,11,0.03,-85.28813559322033,0.7602597115934172,0.0,8.413833333333333,29.0,0.0,118.95
60,udp,1500,-82,-62,-86,21,2,11,0.04,-84.48275862068965,0.7483632556624381,0.0,8.541333333333334,45.0,0.0,115.08
60,udp,1500,-82,-62,-86,21,2,11,0.06,-77.91935483870968,1.8254331089853206,0.9838709677419355,16.955166666666667,62.0,0.0,86.74
60,tcp,1500,-82,-62,-86,22,2,11,0.02,-61.0,0.0,1.0,9.16,1.0,0.0,97.33
60,tcp,1500,-82,-62,-86,22,2,11,0.02,-84.13333333333334,0.8259674462242579,0.0,7.476666666666667,48.0,0.0,121.34
